edge_screener,server_committee,p_low,p_high,pct_esc,f1_score,recall,precision,accuracy,fp,fn,eff_tot_gpu_ms,eff_fps_gpu,eff_tot_cpu_ms,eff_fps_cpu
ST-GCN Baseline,Champion m=3 (ST+CTR+T3),0.001,0.5,19.48,0.9167,100.0,84.62,92.21,6,0,31.87,31.4,183.01,5.5
ST-GCN Baseline,Champion m=3 (ST+CTR+T3),0.001,0.6,19.48,0.9167,100.0,84.62,92.21,6,0,31.87,31.4,183.01,5.5
ST-GCN Baseline,Champion m=3 (ST+CTR+T3),0.001,0.7,22.08,0.9167,100.0,84.62,92.21,6,0,32.42,30.8,185.61,5.4
ST-GCN Baseline,Champion m=3 (ST+CTR+T3),0.001,0.8,24.68,0.9296,100.0,86.84,93.51,5,0,32.97,30.3,188.22,5.3
ST-GCN Baseline,Champion m=3 (ST+CTR+T3),0.001,0.85,25.97,0.9296,100.0,86.84,93.51,5,0,33.25,30.1,189.52,5.3
ST-GCN Baseline,Champion m=3 (ST+CTR+T3),0.001,0.9,28.57,0.9296,100.0,86.84,93.51,5,0,33.8,29.6,192.13,5.2
ST-GCN Baseline,Champion m=3 (ST+CTR+T3),0.001,0.95,29.87,0.9296,100.0,86.84,93.51,5,0,34.07,29.4,193.43,5.2
ST-GCN Baseline,Champion m=3 (ST+CTR+T3),0.001,0.98,37.66,0.9429,100.0,89.19,94.81,4,0,35.72,28.0,201.25,5.0
ST-GCN Baseline,Champion m=3 (ST+CTR+T3),0.001,0.99,42.86,0.9429,100.0,89.19,94.81,4,0,36.82,27.2,206.46,4.8
ST-GCN Baseline,Champion m=3 (ST+CTR+T3),0.001,0.999,58.44,1.0,100.0,100.0,100.0,0,0,40.11,24.9,222.1,4.5
ST-GCN Baseline,Champion m=3 (ST+CTR+T3),0.005,0.5,16.88,0.9167,100.0,84.62,92.21,6,0,31.32,31.9,180.4,5.5
ST-GCN Baseline,Champion m=3 (ST+CTR+T3),0.005,0.6,16.88,0.9167,100.0,84.62,92.21,6,0,31.32,31.9,180.4,5.5
ST-GCN Baseline,Champion m=3 (ST+CTR+T3),0.005,0.7,19.48,0.9167,100.0,84.62,92.21,6,0,31.87,31.4,183.01,5.5
ST-GCN Baseline,Champion m=3 (ST+CTR+T3),0.005,0.8,22.08,0.9296,100.0,86.84,93.51,5,0,32.42,30.8,185.61,5.4
ST-GCN Baseline,Champion m=3 (ST+CTR+T3),0.005,0.85,23.38,0.9296,100.0,86.84,93.51,5,0,32.7,30.6,186.92,5.3
ST-GCN Baseline,Champion m=3 (ST+CTR+T3),0.005,0.9,25.97,0.9296,100.0,86.84,93.51,5,0,33.25,30.1,189.52,5.3
ST-GCN Baseline,Champion m=3 (ST+CTR+T3),0.005,0.95,27.27,0.9296,100.0,86.84,93.51,5,0,33.52,29.8,190.83,5.2
ST-GCN Baseline,Champion m=3 (ST+CTR+T3),0.005,0.98,35.06,0.9429,100.0,89.19,94.81,4,0,35.17,28.4,198.64,5.0
ST-GCN Baseline,Champion m=3 (ST+CTR+T3),0.005,0.99,40.26,0.9429,100.0,89.19,94.81,4,0,36.27,27.6,203.85,4.9
ST-GCN Baseline,Champion m=3 (ST+CTR+T3),0.005,0.999,55.84,1.0,100.0,100.0,100.0,0,0,39.56,25.3,219.49,4.6
ST-GCN Baseline,Champion m=3 (ST+CTR+T3),0.01,0.5,14.29,0.9167,100.0,84.62,92.21,6,0,30.78,32.5,177.8,5.6
ST-GCN Baseline,Champion m=3 (ST+CTR+T3),0.01,0.6,14.29,0.9167,100.0,84.62,92.21,6,0,30.78,32.5,177.8,5.6
ST-GCN Baseline,Champion m=3 (ST+CTR+T3),0.01,0.7,16.88,0.9167,100.0,84.62,92.21,6,0,31.32,31.9,180.4,5.5
ST-GCN Baseline,Champion m=3 (ST+CTR+T3),0.01,0.8,19.48,0.9296,100.0,86.84,93.51,5,0,31.87,31.4,183.01,5.5
ST-GCN Baseline,Champion m=3 (ST+CTR+T3),0.01,0.85,20.78,0.9296,100.0,86.84,93.51,5,0,32.15,31.1,184.31,5.4
ST-GCN Baseline,Champion m=3 (ST+CTR+T3),0.01,0.9,23.38,0.9296,100.0,86.84,93.51,5,0,32.7,30.6,186.92,5.3
ST-GCN Baseline,Champion m=3 (ST+CTR+T3),0.01,0.95,24.68,0.9296,100.0,86.84,93.51,5,0,32.97,30.3,188.22,5.3
ST-GCN Baseline,Champion m=3 (ST+CTR+T3),0.01,0.98,32.47,0.9429,100.0,89.19,94.81,4,0,34.62,28.9,196.04,5.1
ST-GCN Baseline,Champion m=3 (ST+CTR+T3),0.01,0.99,37.66,0.9429,100.0,89.19,94.81,4,0,35.72,28.0,201.25,5.0
ST-GCN Baseline,Champion m=3 (ST+CTR+T3),0.01,0.999,53.25,1.0,100.0,100.0,100.0,0,0,39.01,25.6,216.88,4.6
ST-GCN Baseline,Champion m=3 (ST+CTR+T3),0.02,0.5,10.39,0.9167,100.0,84.62,92.21,6,0,29.95,33.4,173.89,5.8
ST-GCN Baseline,Champion m=3 (ST+CTR+T3),0.02,0.6,10.39,0.9167,100.0,84.62,92.21,6,0,29.95,33.4,173.89,5.8
ST-GCN Baseline,Champion m=3 (ST+CTR+T3),0.02,0.7,12.99,0.9167,100.0,84.62,92.21,6,0,30.5,32.8,176.49,5.7
ST-GCN Baseline,Champion m=3 (ST+CTR+T3),0.02,0.8,15.58,0.9296,100.0,86.84,93.51,5,0,31.05,32.2,179.1,5.6
ST-GCN Baseline,Champion m=3 (ST+CTR+T3),0.02,0.85,16.88,0.9296,100.0,86.84,93.51,5,0,31.32,31.9,180.4,5.5
ST-GCN Baseline,Champion m=3 (ST+CTR+T3),0.02,0.9,19.48,0.9296,100.0,86.84,93.51,5,0,31.87,31.4,183.01,5.5
ST-GCN Baseline,Champion m=3 (ST+CTR+T3),0.02,0.95,20.78,0.9296,100.0,86.84,93.51,5,0,32.15,31.1,184.31,5.4
ST-GCN Baseline,Champion m=3 (ST+CTR+T3),0.02,0.98,28.57,0.9429,100.0,89.19,94.81,4,0,33.8,29.6,192.13,5.2
ST-GCN Baseline,Champion m=3 (ST+CTR+T3),0.02,0.99,33.77,0.9429,100.0,89.19,94.81,4,0,34.89,28.7,197.34,5.1
ST-GCN Baseline,Champion m=3 (ST+CTR+T3),0.02,0.999,49.35,1.0,100.0,100.0,100.0,0,0,38.19,26.2,212.97,4.7
ST-GCN Baseline,Champion m=3 (ST+CTR+T3),0.05,0.5,9.09,0.9167,100.0,84.62,92.21,6,0,29.68,33.7,172.58,5.8
ST-GCN Baseline,Champion m=3 (ST+CTR+T3),0.05,0.6,9.09,0.9167,100.0,84.62,92.21,6,0,29.68,33.7,172.58,5.8
ST-GCN Baseline,Champion m=3 (ST+CTR+T3),0.05,0.7,11.69,0.9167,100.0,84.62,92.21,6,0,30.23,33.1,175.19,5.7
ST-GCN Baseline,Champion m=3 (ST+CTR+T3),0.05,0.8,14.29,0.9296,100.0,86.84,93.51,5,0,30.78,32.5,177.8,5.6
ST-GCN Baseline,Champion m=3 (ST+CTR+T3),0.05,0.85,15.58,0.9296,100.0,86.84,93.51,5,0,31.05,32.2,179.1,5.6
ST-GCN Baseline,Champion m=3 (ST+CTR+T3),0.05,0.9,18.18,0.9296,100.0,86.84,93.51,5,0,31.6,31.6,181.71,5.5
ST-GCN Baseline,Champion m=3 (ST+CTR+T3),0.05,0.95,19.48,0.9296,100.0,86.84,93.51,5,0,31.87,31.4,183.01,5.5
ST-GCN Baseline,Champion m=3 (ST+CTR+T3),0.05,0.98,27.27,0.9429,100.0,89.19,94.81,4,0,33.52,29.8,190.83,5.2
ST-GCN Baseline,Champion m=3 (ST+CTR+T3),0.05,0.99,32.47,0.9429,100.0,89.19,94.81,4,0,34.62,28.9,196.04,5.1
ST-GCN Baseline,Champion m=3 (ST+CTR+T3),0.05,0.999,48.05,1.0,100.0,100.0,100.0,0,0,37.91,26.4,211.67,4.7
ST-GCN Baseline,Champion m=3 (ST+CTR+T3),0.1,0.5,6.49,0.9167,100.0,84.62,92.21,6,0,29.13,34.3,169.98,5.9
ST-GCN Baseline,Champion m=3 (ST+CTR+T3),0.1,0.6,6.49,0.9167,100.0,84.62,92.21,6,0,29.13,34.3,169.98,5.9
ST-GCN Baseline,Champion m=3 (ST+CTR+T3),0.1,0.7,9.09,0.9167,100.0,84.62,92.21,6,0,29.68,33.7,172.58,5.8
ST-GCN Baseline,Champion m=3 (ST+CTR+T3),0.1,0.8,11.69,0.9296,100.0,86.84,93.51,5,0,30.23,33.1,175.19,5.7
ST-GCN Baseline,Champion m=3 (ST+CTR+T3),0.1,0.85,12.99,0.9296,100.0,86.84,93.51,5,0,30.5,32.8,176.49,5.7
ST-GCN Baseline,Champion m=3 (ST+CTR+T3),0.1,0.9,15.58,0.9296,100.0,86.84,93.51,5,0,31.05,32.2,179.1,5.6
ST-GCN Baseline,Champion m=3 (ST+CTR+T3),0.1,0.95,16.88,0.9296,100.0,86.84,93.51,5,0,31.32,31.9,180.4,5.5
ST-GCN Baseline,Champion m=3 (ST+CTR+T3),0.1,0.98,24.68,0.9429,100.0,89.19,94.81,4,0,32.97,30.3,188.22,5.3
ST-GCN Baseline,Champion m=3 (ST+CTR+T3),0.1,0.99,29.87,0.9429,100.0,89.19,94.81,4,0,34.07,29.4,193.43,5.2
ST-GCN Baseline,Champion m=3 (ST+CTR+T3),0.1,0.999,45.45,1.0,100.0,100.0,100.0,0,0,37.36,26.8,209.07,4.8
ST-GCN Baseline,Champion m=3 (ST+CTR+T3),0.15,0.5,5.19,0.9167,100.0,84.62,92.21,6,0,28.85,34.7,168.68,5.9
ST-GCN Baseline,Champion m=3 (ST+CTR+T3),0.15,0.6,5.19,0.9167,100.0,84.62,92.21,6,0,28.85,34.7,168.68,5.9
ST-GCN Baseline,Champion m=3 (ST+CTR+T3),0.15,0.7,7.79,0.9167,100.0,84.62,92.21,6,0,29.4,34.0,171.28,5.8
ST-GCN Baseline,Champion m=3 (ST+CTR+T3),0.15,0.8,10.39,0.9296,100.0,86.84,93.51,5,0,29.95,33.4,173.89,5.8
ST-GCN Baseline,Champion m=3 (ST+CTR+T3),0.15,0.85,11.69,0.9296,100.0,86.84,93.51,5,0,30.23,33.1,175.19,5.7
ST-GCN Baseline,Champion m=3 (ST+CTR+T3),0.15,0.9,14.29,0.9296,100.0,86.84,93.51,5,0,30.78,32.5,177.8,5.6
ST-GCN Baseline,Champion m=3 (ST+CTR+T3),0.15,0.95,15.58,0.9296,100.0,86.84,93.51,5,0,31.05,32.2,179.1,5.6
ST-GCN Baseline,Champion m=3 (ST+CTR+T3),0.15,0.98,23.38,0.9429,100.0,89.19,94.81,4,0,32.7,30.6,186.92,5.3
ST-GCN Baseline,Champion m=3 (ST+CTR+T3),0.15,0.99,28.57,0.9429,100.0,89.19,94.81,4,0,33.8,29.6,192.13,5.2
ST-GCN Baseline,Champion m=3 (ST+CTR+T3),0.15,0.999,44.16,1.0,100.0,100.0,100.0,0,0,37.09,27.0,207.76,4.8
ST-GCN Baseline,Champion m=3 (ST+CTR+T3),0.2,0.5,5.19,0.9167,100.0,84.62,92.21,6,0,28.85,34.7,168.68,5.9
ST-GCN Baseline,Champion m=3 (ST+CTR+T3),0.2,0.6,5.19,0.9167,100.0,84.62,92.21,6,0,28.85,34.7,168.68,5.9
ST-GCN Baseline,Champion m=3 (ST+CTR+T3),0.2,0.7,7.79,0.9167,100.0,84.62,92.21,6,0,29.4,34.0,171.28,5.8
ST-GCN Baseline,Champion m=3 (ST+CTR+T3),0.2,0.8,10.39,0.9296,100.0,86.84,93.51,5,0,29.95,33.4,173.89,5.8
ST-GCN Baseline,Champion m=3 (ST+CTR+T3),0.2,0.85,11.69,0.9296,100.0,86.84,93.51,5,0,30.23,33.1,175.19,5.7
ST-GCN Baseline,Champion m=3 (ST+CTR+T3),0.2,0.9,14.29,0.9296,100.0,86.84,93.51,5,0,30.78,32.5,177.8,5.6
ST-GCN Baseline,Champion m=3 (ST+CTR+T3),0.2,0.95,15.58,0.9296,100.0,86.84,93.51,5,0,31.05,32.2,179.1,5.6
ST-GCN Baseline,Champion m=3 (ST+CTR+T3),0.2,0.98,23.38,0.9429,100.0,89.19,94.81,4,0,32.7,30.6,186.92,5.3
ST-GCN Baseline,Champion m=3 (ST+CTR+T3),0.2,0.99,28.57,0.9429,100.0,89.19,94.81,4,0,33.8,29.6,192.13,5.2
ST-GCN Baseline,Champion m=3 (ST+CTR+T3),0.2,0.999,44.16,1.0,100.0,100.0,100.0,0,0,37.09,27.0,207.76,4.8
ST-GCN Baseline,Champion m=3 (ST+CTR+T3),0.25,0.5,5.19,0.9167,100.0,84.62,92.21,6,0,28.85,34.7,168.68,5.9
ST-GCN Baseline,Champion m=3 (ST+CTR+T3),0.25,0.6,5.19,0.9167,100.0,84.62,92.21,6,0,28.85,34.7,168.68,5.9
ST-GCN Baseline,Champion m=3 (ST+CTR+T3),0.25,0.7,7.79,0.9167,100.0,84.62,92.21,6,0,29.4,34.0,171.28,5.8
ST-GCN Baseline,Champion m=3 (ST+CTR+T3),0.25,0.8,10.39,0.9296,100.0,86.84,93.51,5,0,29.95,33.4,173.89,5.8
ST-GCN Baseline,Champion m=3 (ST+CTR+T3),0.25,0.85,11.69,0.9296,100.0,86.84,93.51,5,0,30.23,33.1,175.19,5.7
ST-GCN Baseline,Champion m=3 (ST+CTR+T3),0.25,0.9,14.29,0.9296,100.0,86.84,93.51,5,0,30.78,32.5,177.8,5.6
ST-GCN Baseline,Champion m=3 (ST+CTR+T3),0.25,0.95,15.58,0.9296,100.0,86.84,93.51,5,0,31.05,32.2,179.1,5.6
ST-GCN Baseline,Champion m=3 (ST+CTR+T3),0.25,0.98,23.38,0.9429,100.0,89.19,94.81,4,0,32.7,30.6,186.92,5.3
ST-GCN Baseline,Champion m=3 (ST+CTR+T3),0.25,0.99,28.57,0.9429,100.0,89.19,94.81,4,0,33.8,29.6,192.13,5.2
ST-GCN Baseline,Champion m=3 (ST+CTR+T3),0.25,0.999,44.16,1.0,100.0,100.0,100.0,0,0,37.09,27.0,207.76,4.8
ST-GCN Baseline,Champion m=3 (ST+CTR+T3),0.3,0.5,3.9,0.9167,100.0,84.62,92.21,6,0,28.58,35.0,167.37,6.0
ST-GCN Baseline,Champion m=3 (ST+CTR+T3),0.3,0.6,3.9,0.9167,100.0,84.62,92.21,6,0,28.58,35.0,167.37,6.0
ST-GCN Baseline,Champion m=3 (ST+CTR+T3),0.3,0.7,6.49,0.9167,100.0,84.62,92.21,6,0,29.13,34.3,169.98,5.9
ST-GCN Baseline,Champion m=3 (ST+CTR+T3),0.3,0.8,9.09,0.9296,100.0,86.84,93.51,5,0,29.68,33.7,172.58,5.8
ST-GCN Baseline,Champion m=3 (ST+CTR+T3),0.3,0.85,10.39,0.9296,100.0,86.84,93.51,5,0,29.95,33.4,173.89,5.8
ST-GCN Baseline,Champion m=3 (ST+CTR+T3),0.3,0.9,12.99,0.9296,100.0,86.84,93.51,5,0,30.5,32.8,176.49,5.7
ST-GCN Baseline,Champion m=3 (ST+CTR+T3),0.3,0.95,14.29,0.9296,100.0,86.84,93.51,5,0,30.78,32.5,177.8,5.6
ST-GCN Baseline,Champion m=3 (ST+CTR+T3),0.3,0.98,22.08,0.9429,100.0,89.19,94.81,4,0,32.42,30.8,185.61,5.4
ST-GCN Baseline,Champion m=3 (ST+CTR+T3),0.3,0.99,27.27,0.9429,100.0,89.19,94.81,4,0,33.52,29.8,190.83,5.2
ST-GCN Baseline,Champion m=3 (ST+CTR+T3),0.3,0.999,42.86,1.0,100.0,100.0,100.0,0,0,36.82,27.2,206.46,4.8
ST-GCN Baseline,Champion m=4 (ST+CTR+TierS+T3),0.001,0.5,19.48,0.9167,100.0,84.62,92.21,6,0,34.46,29.0,187.66,5.3
ST-GCN Baseline,Champion m=4 (ST+CTR+TierS+T3),0.001,0.6,19.48,0.9167,100.0,84.62,92.21,6,0,34.46,29.0,187.66,5.3
ST-GCN Baseline,Champion m=4 (ST+CTR+TierS+T3),0.001,0.7,22.08,0.9167,100.0,84.62,92.21,6,0,35.36,28.3,190.89,5.2
ST-GCN Baseline,Champion m=4 (ST+CTR+TierS+T3),0.001,0.8,24.68,0.9296,100.0,86.84,93.51,5,0,36.25,27.6,194.12,5.2
ST-GCN Baseline,Champion m=4 (ST+CTR+TierS+T3),0.001,0.85,25.97,0.9296,100.0,86.84,93.51,5,0,36.7,27.2,195.73,5.1
ST-GCN Baseline,Champion m=4 (ST+CTR+TierS+T3),0.001,0.9,28.57,0.9296,100.0,86.84,93.51,5,0,37.59,26.6,198.96,5.0
ST-GCN Baseline,Champion m=4 (ST+CTR+TierS+T3),0.001,0.95,29.87,0.9296,100.0,86.84,93.51,5,0,38.04,26.3,200.57,5.0
ST-GCN Baseline,Champion m=4 (ST+CTR+TierS+T3),0.001,0.98,37.66,0.9429,100.0,89.19,94.81,4,0,40.73,24.6,210.25,4.8
ST-GCN Baseline,Champion m=4 (ST+CTR+TierS+T3),0.001,0.99,42.86,0.9429,100.0,89.19,94.81,4,0,42.51,23.5,216.7,4.6
ST-GCN Baseline,Champion m=4 (ST+CTR+TierS+T3),0.001,0.999,58.44,1.0,100.0,100.0,100.0,0,0,47.88,20.9,236.06,4.2
ST-GCN Baseline,Champion m=4 (ST+CTR+TierS+T3),0.005,0.5,16.88,0.9167,100.0,84.62,92.21,6,0,33.57,29.8,184.44,5.4
ST-GCN Baseline,Champion m=4 (ST+CTR+TierS+T3),0.005,0.6,16.88,0.9167,100.0,84.62,92.21,6,0,33.57,29.8,184.44,5.4
ST-GCN Baseline,Champion m=4 (ST+CTR+TierS+T3),0.005,0.7,19.48,0.9167,100.0,84.62,92.21,6,0,34.46,29.0,187.66,5.3
ST-GCN Baseline,Champion m=4 (ST+CTR+TierS+T3),0.005,0.8,22.08,0.9296,100.0,86.84,93.51,5,0,35.36,28.3,190.89,5.2
ST-GCN Baseline,Champion m=4 (ST+CTR+TierS+T3),0.005,0.85,23.38,0.9296,100.0,86.84,93.51,5,0,35.81,27.9,192.5,5.2
ST-GCN Baseline,Champion m=4 (ST+CTR+TierS+T3),0.005,0.9,25.97,0.9296,100.0,86.84,93.51,5,0,36.7,27.2,195.73,5.1
ST-GCN Baseline,Champion m=4 (ST+CTR+TierS+T3),0.005,0.95,27.27,0.9296,100.0,86.84,93.51,5,0,37.15,26.9,197.34,5.1
ST-GCN Baseline,Champion m=4 (ST+CTR+TierS+T3),0.005,0.98,35.06,0.9429,100.0,89.19,94.81,4,0,39.83,25.1,207.02,4.8
ST-GCN Baseline,Champion m=4 (ST+CTR+TierS+T3),0.005,0.99,40.26,0.9429,100.0,89.19,94.81,4,0,41.62,24.0,213.48,4.7
ST-GCN Baseline,Champion m=4 (ST+CTR+TierS+T3),0.005,0.999,55.84,1.0,100.0,100.0,100.0,0,0,46.99,21.3,232.84,4.3
ST-GCN Baseline,Champion m=4 (ST+CTR+TierS+T3),0.01,0.5,14.29,0.9167,100.0,84.62,92.21,6,0,32.68,30.6,181.21,5.5
ST-GCN Baseline,Champion m=4 (ST+CTR+TierS+T3),0.01,0.6,14.29,0.9167,100.0,84.62,92.21,6,0,32.68,30.6,181.21,5.5
ST-GCN Baseline,Champion m=4 (ST+CTR+TierS+T3),0.01,0.7,16.88,0.9167,100.0,84.62,92.21,6,0,33.57,29.8,184.44,5.4
ST-GCN Baseline,Champion m=4 (ST+CTR+TierS+T3),0.01,0.8,19.48,0.9296,100.0,86.84,93.51,5,0,34.46,29.0,187.66,5.3
ST-GCN Baseline,Champion m=4 (ST+CTR+TierS+T3),0.01,0.85,20.78,0.9296,100.0,86.84,93.51,5,0,34.91,28.6,189.28,5.3
ST-GCN Baseline,Champion m=4 (ST+CTR+TierS+T3),0.01,0.9,23.38,0.9296,100.0,86.84,93.51,5,0,35.81,27.9,192.5,5.2
ST-GCN Baseline,Champion m=4 (ST+CTR+TierS+T3),0.01,0.95,24.68,0.9296,100.0,86.84,93.51,5,0,36.25,27.6,194.12,5.2
ST-GCN Baseline,Champion m=4 (ST+CTR+TierS+T3),0.01,0.98,32.47,0.9429,100.0,89.19,94.81,4,0,38.94,25.7,203.8,4.9
ST-GCN Baseline,Champion m=4 (ST+CTR+TierS+T3),0.01,0.99,37.66,0.9429,100.0,89.19,94.81,4,0,40.73,24.6,210.25,4.8
ST-GCN Baseline,Champion m=4 (ST+CTR+TierS+T3),0.01,0.999,53.25,1.0,100.0,100.0,100.0,0,0,46.09,21.7,229.61,4.4
ST-GCN Baseline,Champion m=4 (ST+CTR+TierS+T3),0.02,0.5,10.39,0.9167,100.0,84.62,92.21,6,0,31.33,31.9,176.37,5.7
ST-GCN Baseline,Champion m=4 (ST+CTR+TierS+T3),0.02,0.6,10.39,0.9167,100.0,84.62,92.21,6,0,31.33,31.9,176.37,5.7
ST-GCN Baseline,Champion m=4 (ST+CTR+TierS+T3),0.02,0.7,12.99,0.9167,100.0,84.62,92.21,6,0,32.23,31.0,179.6,5.6
ST-GCN Baseline,Champion m=4 (ST+CTR+TierS+T3),0.02,0.8,15.58,0.9296,100.0,86.84,93.51,5,0,33.12,30.2,182.82,5.5
ST-GCN Baseline,Champion m=4 (ST+CTR+TierS+T3),0.02,0.85,16.88,0.9296,100.0,86.84,93.51,5,0,33.57,29.8,184.44,5.4
ST-GCN Baseline,Champion m=4 (ST+CTR+TierS+T3),0.02,0.9,19.48,0.9296,100.0,86.84,93.51,5,0,34.46,29.0,187.66,5.3
ST-GCN Baseline,Champion m=4 (ST+CTR+TierS+T3),0.02,0.95,20.78,0.9296,100.0,86.84,93.51,5,0,34.91,28.6,189.28,5.3
ST-GCN Baseline,Champion m=4 (ST+CTR+TierS+T3),0.02,0.98,28.57,0.9429,100.0,89.19,94.81,4,0,37.59,26.6,198.96,5.0
ST-GCN Baseline,Champion m=4 (ST+CTR+TierS+T3),0.02,0.99,33.77,0.9429,100.0,89.19,94.81,4,0,39.38,25.4,205.41,4.9
ST-GCN Baseline,Champion m=4 (ST+CTR+TierS+T3),0.02,0.999,49.35,1.0,100.0,100.0,100.0,0,0,44.75,22.3,224.77,4.4
ST-GCN Baseline,Champion m=4 (ST+CTR+TierS+T3),0.05,0.5,9.09,0.9167,100.0,84.62,92.21,6,0,30.89,32.4,174.76,5.7
ST-GCN Baseline,Champion m=4 (ST+CTR+TierS+T3),0.05,0.6,9.09,0.9167,100.0,84.62,92.21,6,0,30.89,32.4,174.76,5.7
ST-GCN Baseline,Champion m=4 (ST+CTR+TierS+T3),0.05,0.7,11.69,0.9167,100.0,84.62,92.21,6,0,31.78,31.5,177.98,5.6
ST-GCN Baseline,Champion m=4 (ST+CTR+TierS+T3),0.05,0.8,14.29,0.9296,100.0,86.84,93.51,5,0,32.68,30.6,181.21,5.5
ST-GCN Baseline,Champion m=4 (ST+CTR+TierS+T3),0.05,0.85,15.58,0.9296,100.0,86.84,93.51,5,0,33.12,30.2,182.82,5.5
ST-GCN Baseline,Champion m=4 (ST+CTR+TierS+T3),0.05,0.9,18.18,0.9296,100.0,86.84,93.51,5,0,34.02,29.4,186.05,5.4
ST-GCN Baseline,Champion m=4 (ST+CTR+TierS+T3),0.05,0.95,19.48,0.9296,100.0,86.84,93.51,5,0,34.46,29.0,187.66,5.3
ST-GCN Baseline,Champion m=4 (ST+CTR+TierS+T3),0.05,0.98,27.27,0.9429,100.0,89.19,94.81,4,0,37.15,26.9,197.34,5.1
ST-GCN Baseline,Champion m=4 (ST+CTR+TierS+T3),0.05,0.99,32.47,0.9429,100.0,89.19,94.81,4,0,38.94,25.7,203.8,4.9
ST-GCN Baseline,Champion m=4 (ST+CTR+TierS+T3),0.05,0.999,48.05,1.0,100.0,100.0,100.0,0,0,44.3,22.6,223.16,4.5
ST-GCN Baseline,Champion m=4 (ST+CTR+TierS+T3),0.1,0.5,6.49,0.9167,100.0,84.62,92.21,6,0,29.99,33.3,171.53,5.8
ST-GCN Baseline,Champion m=4 (ST+CTR+TierS+T3),0.1,0.6,6.49,0.9167,100.0,84.62,92.21,6,0,29.99,33.3,171.53,5.8
ST-GCN Baseline,Champion m=4 (ST+CTR+TierS+T3),0.1,0.7,9.09,0.9167,100.0,84.62,92.21,6,0,30.89,32.4,174.76,5.7
ST-GCN Baseline,Champion m=4 (ST+CTR+TierS+T3),0.1,0.8,11.69,0.9296,100.0,86.84,93.51,5,0,31.78,31.5,177.98,5.6
ST-GCN Baseline,Champion m=4 (ST+CTR+TierS+T3),0.1,0.85,12.99,0.9296,100.0,86.84,93.51,5,0,32.23,31.0,179.6,5.6
ST-GCN Baseline,Champion m=4 (ST+CTR+TierS+T3),0.1,0.9,15.58,0.9296,100.0,86.84,93.51,5,0,33.12,30.2,182.82,5.5
ST-GCN Baseline,Champion m=4 (ST+CTR+TierS+T3),0.1,0.95,16.88,0.9296,100.0,86.84,93.51,5,0,33.57,29.8,184.44,5.4
ST-GCN Baseline,Champion m=4 (ST+CTR+TierS+T3),0.1,0.98,24.68,0.9429,100.0,89.19,94.81,4,0,36.25,27.6,194.12,5.2
ST-GCN Baseline,Champion m=4 (ST+CTR+TierS+T3),0.1,0.99,29.87,0.9429,100.0,89.19,94.81,4,0,38.04,26.3,200.57,5.0
ST-GCN Baseline,Champion m=4 (ST+CTR+TierS+T3),0.1,0.999,45.45,1.0,100.0,100.0,100.0,0,0,43.41,23.0,219.93,4.5
ST-GCN Baseline,Champion m=4 (ST+CTR+TierS+T3),0.15,0.5,5.19,0.9167,100.0,84.62,92.21,6,0,29.54,33.8,169.92,5.9
ST-GCN Baseline,Champion m=4 (ST+CTR+TierS+T3),0.15,0.6,5.19,0.9167,100.0,84.62,92.21,6,0,29.54,33.8,169.92,5.9
ST-GCN Baseline,Champion m=4 (ST+CTR+TierS+T3),0.15,0.7,7.79,0.9167,100.0,84.62,92.21,6,0,30.44,32.9,173.14,5.8
ST-GCN Baseline,Champion m=4 (ST+CTR+TierS+T3),0.15,0.8,10.39,0.9296,100.0,86.84,93.51,5,0,31.33,31.9,176.37,5.7
ST-GCN Baseline,Champion m=4 (ST+CTR+TierS+T3),0.15,0.85,11.69,0.9296,100.0,86.84,93.51,5,0,31.78,31.5,177.98,5.6
ST-GCN Baseline,Champion m=4 (ST+CTR+TierS+T3),0.15,0.9,14.29,0.9296,100.0,86.84,93.51,5,0,32.68,30.6,181.21,5.5
ST-GCN Baseline,Champion m=4 (ST+CTR+TierS+T3),0.15,0.95,15.58,0.9296,100.0,86.84,93.51,5,0,33.12,30.2,182.82,5.5
ST-GCN Baseline,Champion m=4 (ST+CTR+TierS+T3),0.15,0.98,23.38,0.9429,100.0,89.19,94.81,4,0,35.81,27.9,192.5,5.2
ST-GCN Baseline,Champion m=4 (ST+CTR+TierS+T3),0.15,0.99,28.57,0.9429,100.0,89.19,94.81,4,0,37.59,26.6,198.96,5.0
ST-GCN Baseline,Champion m=4 (ST+CTR+TierS+T3),0.15,0.999,44.16,1.0,100.0,100.0,100.0,0,0,42.96,23.3,218.32,4.6
ST-GCN Baseline,Champion m=4 (ST+CTR+TierS+T3),0.2,0.5,5.19,0.9167,100.0,84.62,92.21,6,0,29.54,33.8,169.92,5.9
ST-GCN Baseline,Champion m=4 (ST+CTR+TierS+T3),0.2,0.6,5.19,0.9167,100.0,84.62,92.21,6,0,29.54,33.8,169.92,5.9
ST-GCN Baseline,Champion m=4 (ST+CTR+TierS+T3),0.2,0.7,7.79,0.9167,100.0,84.62,92.21,6,0,30.44,32.9,173.14,5.8
ST-GCN Baseline,Champion m=4 (ST+CTR+TierS+T3),0.2,0.8,10.39,0.9296,100.0,86.84,93.51,5,0,31.33,31.9,176.37,5.7
